title,name,description,address,link,html,ss,timestamp
"""Promocja botoks Poznań""","""anna""","Letnia promocja na toksynę botulinową, zwaną potocznie botoksem:)

Z wykształcenia jestem medykiem więc nie musisz bać się że wydarzy się coś ""niepożądanego"". Wykonuje zabiegi z toksyną botulinową, mezoterapię, stymulatory tkankowe i powiększanie ust. Zapraszam na zabiegi w promocyjnych cenach

Aktualna promocja botoks:
1 partia: 250zł (poprzeczne czoła lub lwia zmarszczka lub kurze łapki)
2 partie: 400 ( do wyboru 2 partie j.w)
3 partie: 500 (poprzeczne czoła + lwia zmarszczka + kurze łapki)

Zmniejszenie i uniesienie nosa- 400zł
Bruksizm i wyszczuplenie żuchwy- 400zł
Flip lips- 300zł
Królicze zmarszczki- 300zł
Opadające kąciki ust- 250zł
Uśmiech dziąsłowy- 250

Botoks full face- 1500zł

Pozdrawiam","Poznań, Łazarz",https://www.olx.pl/d/oferta/promocja-botoks-poznan-CID4371-IDUGHN3.html,837652925.html,,2024-04-17 18:28:04
"""Promocja botoks Poznań""","""anna""","Letnia promocja na toksynę botulinową, zwaną potocznie botoksem:)

Z wykształcenia jestem medykiem więc nie musisz bać się że wydarzy się coś ""niepożądanego"". Wykonuje zabiegi z toksyną botulinową, mezoterapię, stymulatory tkankowe i powiększanie ust. Zapraszam na zabiegi w promocyjnych cenach

Aktualna promocja botoks:
1 partia: 250zł (poprzeczne czoła lub lwia zmarszczka lub kurze łapki)
2 partie: 400 ( do wyboru 2 partie j.w)
3 partie: 500 (poprzeczne czoła + lwia zmarszczka + kurze łapki)

Zmniejszenie i uniesienie nosa- 400zł
Bruksizm i wyszczuplenie żuchwy- 400zł
Flip lips- 300zł
Królicze zmarszczki- 300zł
Opadające kąciki ust- 250zł
Uśmiech dziąsłowy- 250

Botoks full face- 1500zł

Pozdrawiam","Poznań, Łazarz",https://www.olx.pl/d/oferta/promocja-botoks-poznan-CID4371-IDUGHN3.html,837652925.html,,2024-04-17 18:28:05
"""Powiększanie ust, wolumetria, botoks""","""Aleksandra""","Zapraszam na zabiegi z medycyny estetycznej w promocyjnych cenach w związku z poszerzaniem portfolio.

Powiększanie ust
Revolax 1 ml 400 zł
Stylage M 1 ml 450 zł

Wolumetria ( broda, policzki, żuchwa, bruzdy nosowo wargowe, linie marionetki) 1 ml- 400 zł
Od 3 ml: 1 ml w cenie 350 zł

Botoks (lwia zmarszczka, zmarszczki poprzeczne czoła, kurze łapki, uniesienie brwi, zwężenie i uniesienie nosa, lip flip (powiększanie ust botoksem), broda brukowana)
1 okolica 250 zł
2 okolice 450 zł
3 okolice 550 zł
Bruksizm(slim face) 500 zł

Jestem pielęgniarką oraz kosmetologiem. Posiadam liczne certyfikaty potwierdzające moje umiejętności. Pracuję wyłącznie na sprawdzonych i profesjonalnych preparatach.

Zainteresowane osoby zapraszam do kontaktu w wiadomości prywatnej","Warszawa, Śródmieście",https://www.olx.pl/d/oferta/powiekszanie-ust-wolumetria-botoks-CID4371-IDPaeda.html,756031048.html,,2024-04-17 18:28:07
"""Powiększanie ust, wolumetria, botoks""","""Aleksandra""","Zapraszam na zabiegi z medycyny estetycznej w promocyjnych cenach w związku z poszerzaniem portfolio.

Powiększanie ust
Revolax 1 ml 400 zł
Stylage M 1 ml 450 zł

Wolumetria ( broda, policzki, żuchwa, bruzdy nosowo wargowe, linie marionetki) 1 ml- 400 zł
Od 3 ml: 1 ml w cenie 350 zł

Botoks (lwia zmarszczka, zmarszczki poprzeczne czoła, kurze łapki, uniesienie brwi, zwężenie i uniesienie nosa, lip flip (powiększanie ust botoksem), broda brukowana)
1 okolica 250 zł
2 okolice 450 zł
3 okolice 550 zł
Bruksizm(slim face) 500 zł

Jestem pielęgniarką oraz kosmetologiem. Posiadam liczne certyfikaty potwierdzające moje umiejętności. Pracuję wyłącznie na sprawdzonych i profesjonalnych preparatach.

Zainteresowane osoby zapraszam do kontaktu w wiadomości prywatnej","Warszawa, Śródmieście",https://www.olx.pl/d/oferta/powiekszanie-ust-wolumetria-botoks-CID4371-IDPaeda.html,756031048.html,,2024-04-17 18:28:08
"""Botox ZAP / botoks""","""Tetiana""","Botox zap 300g

Jeszcze więcej produktów do włosów możesz zobaczyć na stronie","Byszki,",https://www.olx.pl/d/oferta/botox-zap-botoks-CID3647-IDXPw5B.html,884078063.html,,2024-04-17 18:28:09
"""Botox ZAP / botoks""","""Tetiana""","Botox zap 300g

Jeszcze więcej produktów do włosów możesz zobaczyć na stronie","Byszki,",https://www.olx.pl/d/oferta/botox-zap-botoks-CID3647-IDXPw5B.html,884078063.html,,2024-04-17 18:28:11
"""Salon zaprasza na masaże i zabiegi kosmetyczne, alternatywny botoks""","""Aga""","Zapraszam Państwa na chwile wytchnienia i relaksu.

Oferuje masaż:
-relaksacyjny z ciepłymi olejkami
-goracą świecą
-wyszczuplający
-kijami bambusowymi
-masaż twarzy kobido
-masaż twarzy belviso
-maderoterapia

Relaks przy blasku świec i dźwiękach łagodnej muzyki.

Dodatkowo w ofercie mam również:
-mezoterapia mikroigłowa
-peelingi chemiczne
-oczyszczanie wodorowe
-zabiegi bankietowe na twarz
-opalanie natryskowe

Usługę świadczę stacjonarnie w salonie: ul. Hipoteczna 13, Radom. Telefon: 79*******80
Podczas zabiegu nie odbieram telefonu, ale zawsze oddzwaniam.

Jeśli interesuje Cię masaż intymny bądź erotyczny nie dzwoń i nie marnuj mojego czasu, nie wykonuje takich uslug.","Radom,",https://www.olx.pl/d/oferta/salon-zaprasza-na-masaze-i-zabiegi-kosmetyczne-alternatywny-botoks-CID4371-IDYyhJ5.html,894751455.html,,2024-04-17 18:28:13
"""Salon zaprasza na masaże i zabiegi kosmetyczne, alternatywny botoks""","""Aga""","Zapraszam Państwa na chwile wytchnienia i relaksu.

Oferuje masaż:
-relaksacyjny z ciepłymi olejkami
-goracą świecą
-wyszczuplający
-kijami bambusowymi
-masaż twarzy kobido
-masaż twarzy belviso
-maderoterapia

Relaks przy blasku świec i dźwiękach łagodnej muzyki.

Dodatkowo w ofercie mam również:
-mezoterapia mikroigłowa
-peelingi chemiczne
-oczyszczanie wodorowe
-zabiegi bankietowe na twarz
-opalanie natryskowe

Usługę świadczę stacjonarnie w salonie: ul. Hipoteczna 13, Radom. Telefon: 79*******80
Podczas zabiegu nie odbieram telefonu, ale zawsze oddzwaniam.

Jeśli interesuje Cię masaż intymny bądź erotyczny nie dzwoń i nie marnuj mojego czasu, nie wykonuje takich uslug.","Radom,",https://www.olx.pl/d/oferta/salon-zaprasza-na-masaze-i-zabiegi-kosmetyczne-alternatywny-botoks-CID4371-IDYyhJ5.html,894751455.html,,2024-04-17 18:28:14
"""Botox botoks Max Blowout Bottoplex Platinum FX""","""Weronika""","botox na włosy kupiony pod koniec grudnia 23, niestety pomyliłam się i zamiast bottoplex premium zamówiłam platinum, podjęłam się dwóch prób użycia, ale niestety mój brak platyny daje się we znaki, ale potwierdzam, ze wygładza włosy.","Warszawa, Praga-Północ",https://www.olx.pl/d/oferta/botox-botoks-max-blowout-bottoplex-platinum-fx-CID3647-IDZjxPr.html,906014769.html,,2024-04-17 18:28:16
"""Botox botoks Max Blowout Bottoplex Platinum FX""","""Weronika""","botox na włosy kupiony pod koniec grudnia 23, niestety pomyliłam się i zamiast bottoplex premium zamówiłam platinum, podjęłam się dwóch prób użycia, ale niestety mój brak platyny daje się we znaki, ale potwierdzam, ze wygładza włosy.","Warszawa, Praga-Północ",https://www.olx.pl/d/oferta/botox-botoks-max-blowout-bottoplex-platinum-fx-CID3647-IDZjxPr.html,906014769.html,,2024-04-17 18:28:18
"""Promocja,botoks.""","""Kasia""","Wiosenna promocja na toksynę butulinową, zwaną potocznie botoksem.
1partia 250 zł
2partie 400zl.
3 partie 500 zł

Botoks full face 1400 zł.
Zabiegi wykonuje u siebie lub w domu klienta
Tylko Poznań.
Wiadomości proszę pisać przez olx.
Pozdrawiam.","Poznań, Piątkowo",https://www.olx.pl/d/oferta/promocja-botoks-CID4371-IDZk1W9.html,906130443.html,,2024-04-17 18:28:20
"""Promocja,botoks.""","""Kasia""","Wiosenna promocja na toksynę butulinową, zwaną potocznie botoksem.
1partia 250 zł
2partie 400zl.
3 partie 500 zł

Botoks full face 1400 zł.
Zabiegi wykonuje u siebie lub w domu klienta
Tylko Poznań.
Wiadomości proszę pisać przez olx.
Pozdrawiam.","Poznań, Piątkowo",https://www.olx.pl/d/oferta/promocja-botoks-CID4371-IDZk1W9.html,906130443.html,,2024-04-17 18:28:21
"""Powiększanie ust, wolumetria, botoks, mezoterapia igłowa""","""Aleksandra""","Zapraszam serdecznie na zabiegi z medycyny estetycznej w promocyjnych cenach w związku z poszerzaniem portfolio.
Jestem pielęgniarką i kosmetologiem. Posiadam liczne certyfikaty potwierdzające moje umiejętności. Pracuję wyłącznie na sprawdzonych i profesjonalnych preparatach.

CENNIK
Powiększanie ust kwasem hialuronowym 0,5 ml Revolax Deep - 300 zł
Powiekszanie ust kwasem hialuronowym 1ml Revolax Deep - 400 zł
Powiekszanie ust kwasem hialuronowym 1ml Stylage M - 450 zł

Wolumetria ( broda, policzki, żuchwa, bruzdy nosowo wargowe, linie marionetki) 1 ml- 400 zł
Od 3 ml: 1 ml w cenie 350 zł.

Botoks (lwia zmarszczka, zmarszczki poprzeczne czoła, kurze łapki, uniesienie brwi, zwężenie i uniesienie nosa, lip flip (powiększanie ust botoksem), broda brukowana)
1 okolica 250 zł
2 okolice 450 zł
3 okolice 550 zł
Bruksizm(slim face) 500 zł

Mezoterapia igłowa twarzy:
Cytocare 532 - 200 zł
Filorga nctf ha - 280 zł
Stymulator Jalupro - 330 zł

Mezoterapia igłowa okolic oczu:
Lumi Eyes - 270 zł
Dives Med Bright Eyes - 150 zł
Dives Med Eye Bag - 150 zł

Mezoterapia igłowa skóry głowy:
Dr Cyj -350 zł

Znieczulenie w cenie

Zainteresowane osoby zapraszam do kontaktu w wiadomości prywatnej","Warszawa, Śródmieście",https://www.olx.pl/d/oferta/powiekszanie-ust-wolumetria-botoks-mezoterapia-iglowa-CID4371-IDLNZ0j.html,706400367.html,,2024-04-17 18:28:23
